caption_length,comments,content_category,engagement_rate,followers_gained,hashtags_count,impressions,media_type,Sum of likes,post_id,Sum of reach,Sum of saves,Sum of shares,traffic_source,upload_date
1448,9241,Travel,13.32,293,15,1377591,Photo,158233,IG0005060,1357863,14503,1480,Profile,8/23/2025
1449,372,Photography,4.21,891,23,1122947,Photo,33568,IG0001474,964437,13005,333,Explore,8/4/2025
1449,1279,Comedy,8.36,211,0,2056309,Carousel,156950,IG0015726,1794275,9220,4536,Reels Feed,3/15/2025
1449,2158,Fashion,8.09,929,7,1358964,Carousel,101421,IG0011769,1272576,3580,2806,Explore,6/16/2025
1449,3497,Music,14.78,500,24,1345035,Video,191077,IG0016232,859660,1850,2351,Reels Feed,12/4/2024
1449,3919,Comedy,4.18,974,19,606371,Video,7473,IG0000077,317075,12228,1702,Profile,6/29/2025
1449,4367,Beauty,20.58,679,29,980529,Reel,183366,IG0012431,505116,10482,3535,External,2/3/2025
1449,4413,Music,6.47,355,8,1119351,Carousel,54139,IG0009306,1023912,12917,926,Explore,8/24/2025
1449,4750,Fashion,2.08,144,17,2040754,Carousel,18988,IG0022519,1628368,13967,4821,Explore,1/27/2025
1449,4872,Fitness,3.1,8,18,883391,Carousel,9469,IG0002137,826012,12492,530,Explore,11/16/2025
1449,5017,Photography,79.16,385,28,258494,Photo,185180,IG0002763,105269,14062,356,Explore,12/26/2024
1449,5463,Beauty,10.61,489,30,1051008,Video,93607,IG0025692,555686,8387,4049,Home Feed,3/10/2025
1449,6492,Fashion,6.31,445,12,1600479,Video,79103,IG0000102,1233808,12182,3257,Home Feed,6/16/2025
1449,7079,Technology,5.65,342,26,1150624,Reel,53786,IG0014912,668654,13,4159,External,10/19/2025
1449,7588,Food,14.15,82,15,1318176,Reel,175588,IG0004514,905396,1611,1744,Profile,6/14/2025
1449,7662,Comedy,6.64,709,24,1768156,Video,99122,IG0013558,1540230,7844,2848,Profile,9/24/2025
1449,7995,Technology,5.11,974,17,1041735,Photo,38538,IG0021264,758103,2067,4639,Profile,9/27/2025
1449,8033,Food,14.61,869,5,389983,Video,39856,IG0026087,105046,4440,4632,Hashtags,4/21/2025
1449,9445,Music,2.76,409,10,1525332,Carousel,27958,IG0029640,1405420,2711,2032,External,1/23/2025
1450,359,Music,1.83,996,0,523214,Carousel,1352,IG0012701,249430,6909,935,External,11/29/2024
1450,2585,Food,2,657,1,1892580,Photo,29863,IG0018646,1839374,2484,2990,Hashtags,3/28/2025
1450,3511,Fashion,14.97,237,20,371804,Reel,49127,IG0021581,162090,164,2865,External,6/24/2025
1450,4690,Food,1.05,916,19,1984610,Reel,6664,IG0029804,1814101,8342,1178,Explore,4/8/2025
1450,4770,Comedy,14.03,618,16,819732,Video,101274,IG0024783,684528,5951,3054,External,7/11/2025
1450,7796,Fitness,12.41,182,13,1607985,Video,186296,IG0014673,1133528,1953,3544,Hashtags,2/4/2025
1450,8011,Fitness,64.45,320,29,192293,Photo,107006,IG0005193,16865,6724,2193,Hashtags,12/31/2024
1451,797,Music,11.27,23,16,917952,Reel,89132,IG0006596,583794,12184,1349,Profile,12/18/2024
1451,1107,Fitness,10.37,555,9,2032404,Reel,198008,IG0014792,1837769,10610,1031,Home Feed,11/11/2025
1451,2479,Comedy,3.87,816,22,1135654,Carousel,36535,IG0026244,1057767,1497,3444,External,4/6/2025
1451,3346,Beauty,24.22,115,29,254683,Carousel,43203,IG0018021,248974,12592,2546,Profile,7/11/2025
1451,3548,Lifestyle,7.44,383,0,1491365,Photo,102932,IG0013583,1421670,4285,253,Profile,8/10/2025
1451,4679,Travel,9.59,490,0,882925,Video,61388,IG0020116,831834,13817,4754,Profile,9/27/2025
1451,5125,Music,3.8,116,5,2057936,Photo,56844,IG0009238,1883256,14265,1987,External,10/21/2025
1451,6100,Fashion,7.4,68,5,1109066,Photo,66211,IG0007929,964221,5559,4230,Hashtags,6/15/2025
1451,6216,Fashion,4.21,891,12,1978837,Reel,75252,IG0026768,1698370,392,1488,Profile,3/29/2025
1451,6271,Music,2.01,843,9,807860,Reel,1609,IG0000301,764571,5506,2856,External,3/1/2025
1451,7660,Food,62.09,939,11,299257,Photo,177819,IG0009906,281318,129,202,Explore,8/14/2025
1451,8177,Fitness,7.5,41,17,1579051,Video,95634,IG0023544,1572673,14508,155,Explore,9/15/2025
1451,9125,Technology,15.36,619,9,1191107,Video,167779,IG0011295,841990,1222,4844,Hashtags,3/1/2025
1451,9479,Beauty,25.59,852,16,766593,Carousel,172955,IG0013015,518663,10232,3541,Explore,12/13/2024
1452,963,Lifestyle,7.04,734,3,1588668,Video,100860,IG0022736,1297322,8969,1037,External,1/4/2025
1452,1005,Lifestyle,13.5,483,19,750508,Video,95772,IG0016099,326188,4175,395,Home Feed,7/8/2025
1452,2025,Fashion,2.15,625,20,1424104,Photo,23035,IG0025990,942801,4538,1074,Reels Feed,6/23/2025
1452,3195,Photography,78.05,991,14,157477,Carousel,105915,IG0028302,54272,9156,4652,External,11/1/2025
1452,3475,Photography,8.89,751,21,2354278,Carousel,195918,IG0028883,1902135,6027,3940,Reels Feed,4/28/2025
1452,3631,Comedy,5.53,56,20,563375,Carousel,15655,IG0028188,536414,8032,3861,Profile,1/16/2025
1452,4583,Food,10.56,973,13,1853655,Carousel,176621,IG0022050,1747744,11565,3026,Home Feed,10/26/2025
1452,4646,Fashion,3.68,148,4,2114085,Reel,69931,IG0000762,1791662,1148,2170,Home Feed,12/8/2024
1452,5631,Travel,9.13,324,8,2067891,Photo,177416,IG0029992,1595574,5632,64,Hashtags,3/16/2025
1452,5649,Food,4.63,747,3,1485142,Reel,57159,IG0002643,1080263,4402,1535,Reels Feed,8/20/2025
1452,9668,Food,12.61,992,16,1407151,Photo,154863,IG0008808,1225124,12917,53,Hashtags,7/23/2025
1453,45,Food,11.35,71,29,1376487,Reel,141629,IG0008674,1127609,14105,498,Profile,2/15/2025
1453,383,Lifestyle,6.64,750,15,1818088,Reel,115217,IG0023646,1541887,488,4719,Explore,6/26/2025
1453,1044,Technology,18.25,688,2,527506,Video,91163,IG0006808,371345,1357,2713,Reels Feed,9/3/2025
1453,1928,Comedy,9.37,659,29,1768874,Video,150067,IG0026173,1493545,12597,1118,Profile,12/29/2024
1453,3209,Comedy,29.84,862,27,336436,Video,88567,IG0003904,8004,5427,3200,Reels Feed,8/29/2025
1453,4003,Beauty,5.83,702,12,1274868,Carousel,59659,IG0001830,1080714,9580,1136,Home Feed,8/25/2025
1453,4655,Fashion,2.64,323,12,1311296,Photo,25253,IG0018420,1271423,2879,1823,Profile,2/6/2025
1453,5952,Comedy,25.02,415,26,861844,Video,194765,IG0028029,629083,10234,4651,Reels Feed,7/21/2025
1453,7209,Fitness,2.85,718,24,1459991,Video,18295,IG0009607,1299951,12292,3836,Hashtags,11/19/2024
1453,7439,Lifestyle,15.02,247,26,1331847,Reel,187799,IG0005211,1000725,3833,937,Reels Feed,12/18/2024
1453,7733,Music,5.83,126,24,1415404,Photo,63761,IG0001007,1323245,7086,3892,Explore,11/21/2024
1453,8790,Food,4.75,244,12,525037,Photo,10362,IG0025694,219230,2929,2872,Explore,7/8/2025
1453,9364,Technology,22.52,346,23,675801,Reel,130655,IG0024538,556319,8598,3575,Hashtags,6/17/2025
1453,9371,Travel,6.55,671,20,1089330,Video,51427,IG0003959,715539,7036,3480,Profile,6/5/2025
1454,942,Technology,6.51,626,12,1992909,Reel,113015,IG0008365,1801785,11964,3769,Explore,2/16/2025
1454,1533,Technology,0.79,393,6,2216768,Video,4689,IG0009369,1975035,9184,2179,External,7/4/2025
1454,2775,Music,1.24,826,26,1867988,Carousel,18884,IG0014318,1411029,1216,369,Home Feed,7/22/2025
1454,3125,Technology,2.89,404,21,1196059,Reel,15783,IG0011382,891132,12703,2939,Explore,12/10/2024
1454,3285,Music,8.84,640,14,974271,Carousel,75469,IG0024438,527942,7090,236,External,10/8/2025
1454,3838,Photography,17.45,231,9,1092754,Reel,178078,IG0018351,859151,5077,3735,Hashtags,7/29/2025
1454,4909,Food,4.45,177,4,2232840,Photo,82742,IG0016121,1863250,7528,4079,Home Feed,6/3/2025
1454,5653,Music,61.26,319,18,326971,Reel,184731,IG0005417,195579,6803,3121,Reels Feed,8/30/2025
1454,6645,Beauty,3.87,300,11,1070490,Video,27854,IG0019433,753885,6162,767,Profile,9/17/2025
1454,7017,Photography,10.6,128,29,1709771,Reel,164873,IG0012450,1423687,5107,4211,Reels Feed,12/29/2024
1454,7099,Technology,5.73,335,24,1557648,Carousel,80219,IG0013086,1164521,1586,349,Profile,1/16/2025
1454,7391,Travel,21.9,388,1,505105,Reel,85034,IG0016272,162697,13397,4794,Home Feed,11/27/2024
1454,8132,Music,15.68,927,7,1116957,Reel,164249,IG0016146,775269,778,1953,Home Feed,2/20/2025
1454,9259,Comedy,5.57,727,13,1845200,Reel,85844,IG0000579,1703252,5851,1815,Explore,4/1/2025
1454,9424,Technology,13.32,948,4,1477212,Reel,172732,IG0022516,1247758,12229,2363,External,12/5/2024
1455,829,Comedy,11.32,822,20,1564457,Carousel,165270,IG0027157,1552528,6691,4366,Home Feed,9/12/2025
1455,1417,Fitness,43.65,634,0,373235,Carousel,152166,IG0019975,7452,5382,3967,Home Feed,10/16/2025
1455,3327,Comedy,1.31,890,22,1977307,Reel,15148,IG0015207,1542694,6166,1185,Reels Feed,6/9/2025
1455,4440,Food,1.48,690,1,1907657,Carousel,8027,IG0013980,1833130,10814,4895,Reels Feed,12/3/2024
1455,4956,Technology,2.7,808,26,1599918,Photo,22454,IG0029839,1242577,12118,3604,Hashtags,8/24/2025
1455,4979,Music,9.13,981,11,2009969,Carousel,172978,IG0007487,1674628,4501,1151,Explore,10/1/2025
1455,5564,Food,7.82,407,7,1743565,Photo,119476,IG0024824,1280203,9690,1580,Profile,5/29/2025
1455,5836,Fashion,46.83,886,21,430693,Reel,184861,IG0018460,388780,9259,1721,Reels Feed,5/19/2025
1455,6444,Music,217.59,788,29,100312,Reel,193639,IG0022957,55915,14302,3883,Home Feed,5/5/2025
1455,6670,Technology,5.89,432,26,2165980,Photo,107392,IG0011841,1707290,11885,1689,Home Feed,8/11/2025
1455,6788,Fitness,41.75,752,27,362360,Video,134726,IG0019480,97684,7690,2067,Home Feed,4/16/2025
1455,7506,Beauty,6.1,104,22,2407579,Reel,124297,IG0004849,1920396,10122,4903,Hashtags,3/22/2025
1455,8387,Fashion,31.21,855,15,588591,Reel,158515,IG0007573,359802,12364,4406,Reels Feed,2/18/2025
1455,9320,Food,13.58,744,25,1474712,Photo,180685,IG0002574,1229301,8941,1275,Profile,3/31/2025
1456,219,Comedy,10.65,298,24,338102,Carousel,19539,IG0009545,219707,13841,2399,Hashtags,7/31/2025
1456,521,Fitness,10.57,576,8,1368722,Video,132276,IG0003762,1298802,8341,3545,Reels Feed,3/6/2025
1456,725,Technology,7.79,315,16,1649997,Photo,110935,IG0019436,1523720,12097,4745,Home Feed,2/19/2025
1456,887,Food,27.9,281,10,710362,Video,184125,IG0021557,561069,10728,2427,Home Feed,11/21/2024
1456,1854,Lifestyle,3.37,514,30,242931,Video,1018,IG0018232,77183,3016,2309,Profile,6/29/2025
1456,2130,Lifestyle,20.17,41,2,1083078,Carousel,199743,IG0017067,603527,13434,3203,External,6/28/2025
1456,2397,Fitness,15.05,361,29,1200980,Video,169970,IG0006721,1111364,5634,2729,Profile,2/20/2025
1456,2524,Technology,8.29,131,14,1131706,Photo,85302,IG0016946,757729,3327,2709,Reels Feed,6/5/2025
1456,3187,Travel,11.38,848,18,995363,Photo,106582,IG0026518,915860,2380,1108,Explore,1/29/2025
1456,4677,Lifestyle,6.43,469,22,331459,Video,3706,IG0026790,137605,9897,3049,Reels Feed,7/31/2025
1456,5477,Travel,0.92,436,27,1919740,Carousel,6312,IG0016396,1566365,1593,4293,Home Feed,12/2/2024
1457,1238,Comedy,15.66,808,14,509762,Carousel,66108,IG0000694,35252,10485,1993,Reels Feed,3/25/2025
1457,2602,Travel,4.12,662,13,1459752,Video,43105,IG0002839,1447727,9389,4994,Home Feed,11/22/2024
1457,3531,Photography,20.36,101,4,653449,Video,119999,IG0017931,581260,6679,2806,Home Feed,9/29/2025
1457,5058,Food,2.19,666,0,1117373,Reel,18767,IG0022286,914236,81,576,External,10/11/2025
1457,5154,Food,20.67,97,0,327942,Reel,56049,IG0026978,320270,4119,2451,Profile,6/2/2025
1457,5772,Fitness,24.51,152,25,624054,Video,128012,IG0012292,461009,14609,4539,Explore,9/21/2025
1457,6149,Beauty,36.9,365,24,513182,Carousel,169411,IG0003658,272580,10465,3316,Hashtags,1/10/2025
1457,7524,Comedy,5.99,124,22,1402557,Video,70126,IG0005917,1160171,3675,2708,Home Feed,5/23/2025
1457,7575,Music,5.73,863,30,1585601,Video,68438,IG0001190,1105753,11785,3087,Home Feed,6/29/2025
1457,9760,Fitness,18.2,749,7,1122950,Photo,185743,IG0021058,903888,4316,4506,Explore,10/25/2025
1458,217,Fitness,24,581,13,845625,Photo,189585,IG0028205,590808,8712,4466,External,8/9/2025
1458,1525,Music,28.97,336,17,187370,Carousel,43222,IG0010746,164476,6560,2968,Explore,1/2/2025
1458,1707,Music,4.42,135,8,1914786,Photo,72338,IG0026307,1889107,8419,2083,Profile,8/13/2025
1458,2218,Technology,16.57,382,5,982305,Photo,145585,IG0018431,573325,10030,4920,Home Feed,2/1/2025
1458,2593,Technology,8.25,759,8,1324820,Video,88281,IG0011552,1093692,14713,3766,Explore,11/22/2024
1458,2687,Beauty,4.83,33,11,1665657,Photo,74172,IG0018437,1452455,649,2869,Home Feed,4/30/2025
1458,3008,Travel,4.71,733,1,1712326,Photo,75082,IG0019369,1357574,2282,235,Home Feed,8/11/2025
1458,4388,Fashion,6.62,743,22,2131091,Photo,132168,IG0029584,1670595,833,3626,Reels Feed,5/18/2025
1458,6262,Fashion,42.58,888,29,192169,Reel,63320,IG0020387,72262,8715,3522,Home Feed,4/27/2025
1458,6793,Technology,2.58,438,4,800083,Photo,5874,IG0017625,774850,6816,1121,External,9/2/2025
1458,6889,Travel,9.91,653,27,1473137,Reel,130411,IG0020319,1114290,5368,3328,Reels Feed,9/29/2025
1458,7259,Lifestyle,10.94,74,17,1514327,Photo,150027,IG0005290,1177222,6416,1924,Reels Feed,5/27/2025
1458,8316,Food,9.29,554,13,1955383,Reel,156445,IG0004187,1896858,12777,4135,Home Feed,7/22/2025
1458,8820,Fashion,14.88,505,8,1014629,Reel,137196,IG0024765,909042,2815,2113,Hashtags,8/3/2025
1458,9267,Fashion,9.65,50,5,1145737,Photo,91466,IG0000902,1014064,8100,1784,Reels Feed,1/14/2025
1458,9551,Beauty,8.69,511,23,1215597,Video,87620,IG0021197,722506,6592,1823,Reels Feed,5/30/2025
1459,254,Comedy,1.92,276,2,772420,Carousel,4421,IG0019148,505440,7322,2800,Profile,7/1/2025
1459,1712,Music,4.29,779,25,1326434,Video,44522,IG0025364,844508,6520,4194,Profile,1/10/2025
1459,2439,Music,15.04,239,0,1180158,Carousel,159291,IG0025682,870415,12045,3739,Profile,8/1/2025
1459,2514,Travel,17.1,319,30,878482,Carousel,135634,IG0011463,567133,7529,4575,External,1/22/2025
1459,2550,Travel,3.59,607,7,1854561,Carousel,58713,IG0015053,1838168,4328,963,External,8/8/2025
1459,2661,Food,3.88,315,21,1318734,Reel,39609,IG0022898,1293405,8273,617,Hashtags,3/30/2025
1459,2827,Music,15.41,17,6,1131752,Photo,154023,IG0019530,992197,13260,4273,Explore,9/23/2025
1459,3633,Travel,45,304,7,54456,Carousel,7780,IG0022382,6205,9357,3733,Hashtags,8/25/2025
1459,4180,Travel,17.32,788,26,748429,Video,112343,IG0005588,638426,12904,177,Home Feed,8/13/2025
1459,4276,Fitness,18.29,539,11,904380,Reel,157597,IG0011767,746906,3471,103,External,1/19/2025
1459,5270,Fashion,4.43,402,26,1107280,Video,24754,IG0023112,755527,14380,4602,Hashtags,10/13/2025
1459,5521,Comedy,3.83,354,24,1377013,Photo,31201,IG0008055,1199267,11957,4057,External,5/19/2025
1459,6371,Beauty,8.36,884,29,1958925,Video,146429,IG0019698,1955881,7835,3058,Home Feed,5/12/2025
1459,7429,Beauty,9.2,117,27,1813435,Reel,148336,IG0012776,1716749,6581,4401,Explore,5/25/2025
1459,7671,Fitness,14.92,305,15,1004784,Reel,133378,IG0001358,956192,8341,509,External,11/24/2024
1459,7697,Food,8.97,121,10,1662478,Carousel,131739,IG0002648,1167122,6034,3585,Reels Feed,11/25/2024
1459,7741,Fitness,7.78,639,10,818001,Photo,43153,IG0009954,400544,12454,273,Explore,6/13/2025
1459,7799,Comedy,9.02,765,13,1269391,Carousel,91435,IG0011701,1125113,13131,2092,Reels Feed,9/27/2025
1459,8007,Beauty,4.82,641,17,1696502,Video,61176,IG0017538,1282410,8164,4432,External,11/4/2025
1459,9753,Photography,23.53,44,3,494666,Photo,93054,IG0028962,117706,10047,3525,Explore,11/19/2025
1460,1318,Music,33.81,918,16,510216,Reel,166098,IG0026374,213875,3439,1631,Hashtags,10/2/2025
1460,1401,Comedy,6.99,611,0,1923983,Carousel,118637,IG0021487,1538933,13479,986,Explore,7/18/2025
1460,1774,Lifestyle,57.97,423,12,159051,Video,84336,IG0004918,131274,2444,3654,Hashtags,6/14/2025
1460,3847,Travel,27.85,609,29,745563,Carousel,190326,IG0007629,707428,13067,370,Hashtags,7/15/2025
1460,3990,Photography,10.92,558,26,1878375,Carousel,184011,IG0012149,1529984,12359,4708,Reels Feed,1/7/2025
1460,4892,Fitness,4.59,971,16,704640,Carousel,12191,IG0023611,280613,11353,3874,Hashtags,4/3/2025
1460,5222,Lifestyle,11.2,1000,22,1605115,Video,165409,IG0024430,1398206,6847,2251,Hashtags,4/28/2025
1460,5812,Lifestyle,4.56,666,28,1695589,Video,59105,IG0029683,1653199,12126,258,External,2/22/2025
1460,6527,Technology,10.28,795,8,1560774,Video,143814,IG0006080,1305301,5883,4177,Hashtags,12/11/2024
1460,7415,Music,13.86,313,27,495172,Photo,46832,IG0004002,405366,9756,4633,Explore,7/13/2025
1460,7816,Travel,19.75,437,26,589053,Carousel,103419,IG0004602,281020,2443,2655,Reels Feed,6/19/2025
1460,8192,Fitness,5.46,575,6,2320099,Video,109697,IG0024316,1863337,8375,504,Profile,2/16/2025
1460,9214,Technology,11.84,495,2,1480537,Carousel,160347,IG0004476,1128841,5361,425,Home Feed,11/27/2024
1460,9391,Travel,4.16,398,10,1908102,Reel,53613,IG0000325,1576307,14213,2069,Explore,5/5/2025
1461,197,Fitness,3.85,458,22,1648814,Carousel,51781,IG0000869,1226029,10360,1195,Hashtags,11/30/2024
1461,1687,Beauty,1.13,263,24,1132372,Video,8245,IG0019710,882033,139,2696,External,6/11/2025
1461,2341,Comedy,12.22,73,7,1016911,Video,110116,IG0013197,699055,8511,3274,Home Feed,1/31/2025
1461,3301,Fitness,18.06,578,12,515029,Reel,85106,IG0010465,384444,415,4176,External,1/10/2025
1461,3546,Fashion,1.2,559,4,1440400,Video,9999,IG0009406,1432004,1506,2181,Explore,11/26/2024
1461,4623,Comedy,1.61,673,18,2100924,Photo,16866,IG0004178,1751900,10015,2246,Hashtags,1/6/2025
1461,5585,Fitness,9.61,22,29,735173,Reel,59609,IG0012136,462442,1800,3672,External,3/22/2025
1461,5792,Music,4.74,830,14,1609072,Carousel,59314,IG0006137,1123276,6329,4766,Home Feed,8/26/2025
1461,5849,Fitness,8.25,988,16,1700070,Carousel,119739,IG0002230,1460423,10497,4130,Explore,2/27/2025
1461,6044,Food,7.56,878,10,2320188,Video,150768,IG0028596,1848292,14797,3906,Reels Feed,6/3/2025
1461,7254,Photography,7.23,428,25,2426812,Reel,163483,IG0021221,1971397,2321,2352,Profile,5/14/2025
1461,7360,Beauty,14.95,443,0,1221216,Video,159416,IG0027923,792598,14378,1476,Profile,3/29/2025
1462,1878,Music,15.22,464,4,150502,Video,14424,IG0013882,108417,4057,2544,Home Feed,7/9/2025
1462,2254,Fashion,20.81,744,10,800446,Reel,156131,IG0003050,390814,6625,1529,Profile,10/12/2025
1462,2401,Comedy,9.77,63,6,1339120,Photo,116255,IG0002058,1158684,10404,1776,Home Feed,11/2/2025
1462,4199,Technology,11.96,680,24,1203876,Video,134406,IG0006909,1161702,3694,1666,Hashtags,6/23/2025
1462,4353,Travel,31.2,400,24,469800,Reel,138674,IG0018653,340196,1699,1864,Hashtags,5/30/2025
1462,4373,Fitness,9.47,196,1,1217275,Reel,102626,IG0011673,1061191,8210,48,Home Feed,2/15/2025
1462,5135,Travel,5.34,642,23,735214,Video,23033,IG0026480,602644,9534,1566,Reels Feed,12/30/2024
1462,7040,Photography,6.47,350,13,1269719,Carousel,66457,IG0005281,1171334,5266,3425,External,9/2/2025
1462,8052,Technology,3.77,328,3,1710705,Photo,38928,IG0004946,1492580,13526,3978,External,6/5/2025
1462,8828,Comedy,2.71,702,8,1654976,Carousel,22033,IG0022232,1373316,13484,558,External,1/17/2025
1463,1631,Beauty,9.1,923,18,1930145,Reel,170545,IG0026196,1697502,1374,2009,Explore,9/23/2025
1463,1631,Fitness,13.96,158,18,803089,Photo,94435,IG0011542,417693,13243,2772,Home Feed,12/8/2024
1463,1938,Technology,8.62,108,3,998824,Reel,76719,IG0021586,984853,6834,600,Home Feed,4/22/2025
1463,3057,Fashion,7.99,870,5,1910854,Video,145963,IG0015190,1503389,3391,240,External,12/21/2024
1463,3422,Fashion,1.63,895,9,1826152,Video,21783,IG0018759,1777112,474,4120,Reels Feed,9/17/2025
1463,3562,Photography,19.8,271,24,817912,Photo,151274,IG0025858,363499,6716,363,Hashtags,8/14/2025
1463,4165,Comedy,10.95,987,24,635998,Reel,55684,IG0010728,329732,8816,986,Home Feed,11/28/2024
1463,4542,Fashion,7.82,488,4,984063,Carousel,62234,IG0021307,527443,8460,1691,Profile,2/26/2025
1463,4577,Music,9.42,62,6,1845494,Photo,153369,IG0013005,1427703,12004,3932,Hashtags,5/22/2025
1463,4735,Beauty,3.83,610,0,1625944,Video,49445,IG0018871,1131101,8028,84,Home Feed,9/15/2025
1463,5906,Lifestyle,25.74,672,2,372478,Video,87525,IG0021534,221873,1648,784,External,3/31/2025
1463,5951,Food,7.3,686,19,2047360,Carousel,132297,IG0010534,1932152,9112,2024,Reels Feed,4/20/2025
1463,6044,Beauty,18.32,997,18,1070821,Video,176271,IG0009188,605817,12239,1614,Home Feed,11/1/2025
1463,6918,Travel,7.92,285,15,1762265,Reel,119991,IG0011140,1432654,9884,2836,Explore,7/16/2025
1463,7153,Fashion,18.92,784,7,470034,Carousel,78423,IG0002900,347309,187,3176,Profile,11/2/2025
1463,7985,Photography,6.49,92,15,1832395,Photo,95182,IG0017223,1629199,15000,753,Profile,5/25/2025
1463,8890,Travel,5,728,16,1504562,Video,54652,IG0002147,1200800,9858,1873,External,8/13/2025
1463,9497,Beauty,12.69,551,29,732979,Carousel,78404,IG0009101,382189,4042,1090,Explore,5/27/2025
1463,9673,Photography,13.61,965,24,1327800,Reel,152510,IG0006621,1172667,14127,4394,Profile,11/29/2024
1463,9805,Beauty,5.8,584,20,942356,Video,34676,IG0017860,665836,9161,998,Hashtags,12/9/2024
1464,2476,Fashion,9.64,236,8,799734,Carousel,58575,IG0012554,705350,12625,3425,Hashtags,12/18/2024
1464,3062,Comedy,10.03,303,4,1602841,Video,146336,IG0005530,1226798,11055,239,Explore,3/10/2025
1464,4116,Lifestyle,32.19,477,7,324046,Reel,89324,IG0026170,142189,7181,3680,Profile,12/24/2024
1464,4571,Technology,10.5,188,24,680079,Video,64029,IG0017030,630880,484,2348,Home Feed,4/23/2025
1464,5988,Food,8.41,688,17,1478842,Photo,107197,IG0025901,1337245,10757,433,Home Feed,3/7/2025
1464,7473,Comedy,7.75,797,2,1382975,Reel,87304,IG0002810,1125540,10120,2300,Explore,4/26/2025
1464,8496,Technology,6.38,328,14,777075,Photo,37005,IG0023258,537897,4058,18,External,5/2/2025
1464,9344,Food,15.62,829,0,932573,Photo,129828,IG0002495,630663,3275,3179,Hashtags,7/20/2025
1464,9853,Music,6.67,913,23,873022,Video,44540,IG0010625,457210,1233,2566,Profile,9/29/2025
1465,2608,Photography,7.32,850,14,1009144,Reel,69880,IG0026650,763665,75,1336,Reels Feed,8/7/2025
1465,2743,Beauty,21.88,112,23,578235,Video,107726,IG0018780,399081,11922,4110,Home Feed,12/27/2024
1465,3793,Fitness,45.26,733,11,433750,Photo,180875,IG0007662,76568,11146,520,Hashtags,10/7/2025
1465,4098,Music,8.48,832,4,1164457,Video,79366,IG0013183,1147773,12138,3086,Hashtags,10/22/2025
1465,5210,Fashion,5.13,243,8,1082054,Video,42978,IG0028868,923593,2407,4957,Hashtags,6/29/2025
1465,5484,Music,1.17,143,26,1054193,Video,745,IG0028794,861419,2312,3755,Hashtags,2/26/2025
1465,6611,Comedy,22.33,281,10,233898,Reel,35202,IG0027007,115846,7313,3100,Profile,11/25/2024
1465,6645,Music,5.69,397,9,1764867,Carousel,83039,IG0006439,1422951,9262,1389,Explore,7/9/2025
1465,7235,Beauty,7.12,779,1,2048764,Photo,126034,IG0017608,1700866,9215,3291,Reels Feed,4/1/2025
1465,8697,Comedy,23.29,664,4,372256,Video,68735,IG0000480,79666,6677,2604,External,2/3/2025
1465,9320,Travel,29.27,538,27,661821,Photo,175786,IG0008680,640806,6420,2178,Reels Feed,11/21/2024
1465,9961,Food,5.33,349,6,2057140,Reel,96341,IG0025148,1865743,2092,1163,Profile,12/3/2024
1466,1016,Food,7.13,687,8,1702651,Carousel,111781,IG0021106,1383167,5522,3056,Explore,8/21/2025
1466,1772,Travel,7.46,877,5,1574226,Carousel,105821,IG0026577,1136703,4806,4961,External,12/14/2024
1466,1874,Food,16.08,232,0,1228713,Video,177754,IG0026936,1056052,13200,4762,Home Feed,8/1/2025
1466,2484,Technology,3.21,99,19,1864186,Video,43725,IG0005368,1819995,11040,2615,Hashtags,8/6/2025
1466,3236,Music,8.42,967,26,1903820,Video,150225,IG0026654,1597729,5379,1447,Explore,12/24/2024
1466,3322,Food,18.51,19,2,797711,Reel,133551,IG0024842,304740,9390,1402,Hashtags,4/30/2025
1466,3600,Comedy,9.16,250,5,1170704,Video,88473,IG0027061,1077637,11668,3441,Explore,12/12/2024
1466,4463,Travel,45.63,922,6,411832,Carousel,170886,IG0004462,136129,10051,2509,Home Feed,4/20/2025
1466,5159,Fitness,21.36,719,7,320760,Video,53044,IG0009010,47556,5632,4674,Hashtags,7/2/2025
1466,5323,Lifestyle,15.11,922,11,981280,Photo,140564,IG0007411,858069,1622,746,Hashtags,7/8/2025
1466,5685,Food,2.5,308,10,2123882,Video,39849,IG0013108,1774113,4248,3368,Hashtags,7/27/2025
1466,7423,Comedy,12.16,23,24,1691146,Photo,185887,IG0024076,1191333,10429,1951,Home Feed,1/12/2025
1466,7838,Beauty,5.1,299,11,948981,Photo,29919,IG0010783,871215,9556,1068,Reels Feed,9/26/2025
1466,9512,Music,6.3,357,16,1401082,Video,62934,IG0022799,1288846,12031,3723,Reels Feed,3/25/2025
1466,9541,Fitness,3.25,456,27,1677422,Video,29469,IG0022079,1311284,10989,4586,Explore,6/10/2025
1467,595,Travel,17,796,16,831828,Video,125232,IG0025452,519331,10644,4927,External,6/29/2025
1467,741,Comedy,7.4,458,26,976853,Carousel,65413,IG0002849,668238,2130,4025,Profile,1/16/2025
1467,936,Travel,9.32,623,9,1759362,Video,149463,IG0027319,1508770,13292,301,External,2/24/2025
1467,2960,Music,32.84,9,10,341494,Reel,106317,IG0008744,14995,487,2399,External,10/4/2025
1467,3973,Photography,9.02,756,9,1329430,Carousel,111731,IG0024199,1246074,2657,1517,Home Feed,11/27/2024
